title,description,genre
Mindspeak,"She was created for a purpose so revolutionary, someone was willing to kill for it. Seventeen-year-old Lexi Matthews keeps two secrets from her elite boarding school classmates-she's the daughter of a famous and controversial geneticist, and she can influence people's thoughts. But after new student Jack DeWeese heals her broken arm with an anything-but-simple touch, he forces Lexi to face a new reality-her abilities reach much further than speaking to the minds of others. After Lexi's father goes missing and she receives threatening emails, she can't decide whether to fall into Jack's arms or run and hide. As Lexi seeks answers to what she and Jack are, she discovers a truth more unsettling than anything her science books can teach. And letting Jack into her life of secrets is not only a threat to her very existence, but it just might break her heart wide open.",mystery
The Death of an Ambitious Woman,"Acting Police Chief Ruth Murphy of New Derby, a suburb of Boston, investigates the death of prominent businesswoman Tracey Kendall and finds not only a multitude of suspects but a danger to her chance at becoming Chief.",mystery
The Girl with the Dragon Tattoo,"Forty years ago, Harriet Vanger disappeared off the secluded island owned and inhabited by the powerful Vanger family. There was no corpse, no witnesses, no evidence. But her uncle, Henrik, is convinced that she was murdered by someone in her own family, the deeply dysfunctional Vanger clan. Journalist Mikael is hired to investigate.",mystery
Mirror Image,"When a client who has been mirroring his appearance is brutally murdered, psychologist Daniel Rinali begins to suspect that he, and not the young man, was the intended target.",mystery
The Drowning Boy,"When Jenny catches a glimpse of the ruined house from the train she has a strange feeling of foreboding, and during her holiday she is caught in its eerie atmosphere as she and Paul become drawn into the past and the mystery of the drowning boy. Suggested level: intermediate.",mystery
Dark Horizons,"After caring for his mother in her last days, Alex has gone off round the world - with no plan other than to travel and maybe recapture some of his lost youth. Beginning his travels in Indonesia, the idea of finding himself sounds appealing...but soon, he finds himself in real trouble. It starts with a bus crash on a terrifying mountain road. Lucky to escape with his life, Alex loses everything else - even his identity. But then he meets Domino, a beautiful girl who takes Alex under her wing. At first it's an intoxicating adventure, but Alex starts to realise that danger seems to follow her around. As they approach the magnificent Lake Toba, and head to the remote community of free spirits that Domino calls home, it seems there's trouble in paradise. The ideals of the camp seem honourable - a simple life, shared by friends in a beautiful place hidden from the world. But Domino has no answers for the questions that are forming in Alex's mind: Why do the local villagers hate them so much? Why are people leaving the camp in the dead of night? And what are the strange shapes lurking just beyond the clearing? A taut, atmospheric and emotive thriller, DARK HORIZONS transports you to the lush landscapes of Sumatra, and the twisted ideals and deadly secrets lying in wait there...",mystery
A Walk in the Darkness,"More than fifty years after members of an archaeological team are found murdered after making a truly amazing discovery, an Israeli and Palestinian team up to solve the mystery.",mystery
The Eight Lives of Stullie the Great,"Novel for young adult readers in the Lothian YA Fiction series. Tells the story of Brett Stullie. His mum left when he was ten, his dad is a failed bank robber, and one of his mates murders police cars with an axe. But Stullie's not a bad kid, not deep down. He just loves to steal. He's been to children's court so many times he's got a favourite seat. But what does he do when his luck finally runs dry and the police come after him for a crime a lot worse than shoplifting? Author is a feature writer for the Melbourne 'Age'. Previous books include 'Murder in Aisle 9' and 'Welcome to Minute 64'.",mystery
Hag's Nook,"In order to inherit the family fortune, a young man must spend an hour in a haunted prison.",mystery
Blue Moon,"Key West private investigator and part-time pianist Gideon ""Bud"" Lowry is hired to fill in the background of an old flame's fiance+a7, a man with a reputation for chasing life insurance policies and shady real-estate deals. Reprint.",mystery
Spies,"In the quiet cul-de-sac where Keith and Stephen live the only immediate signs of the Second World War are the blackout at night and a single random bombsite. But the two boys suspect that the comfortably ordinary houses in the Close and their inhabitants are not what they seem. As Keith, the leader in all their enterprises, authoritatively informs the trusting Stephen, the whole district is riddled with secret passages and underground laboratories - hideaways for any number of murderers, unsung war heroes and secret agents. Then one day Keith announces an even more disconcerting discovery: the Germans have infiltrated his own family. And when the secret underground world they have dreamed up emerges from the shadows they find themselves engulfed in mysteries far deeper and more painful than they had bargained for. 'Deeply satisfying . . . Frayn has written nothing better.' Independent 'Frayn has never written more seductively and surely than in this book.' Sunday Times",mystery
